submission_id,error_category,found_by_expert,found_by_llm
S35,class_modeling,0,1
S35,hashcode_equals,0,1
S35,list_validation,0,1
S35,other,1,1
S35,output_format,0,1
S35,readability_docs,1,1
S35,reference_usage,0,1
S35,responsibility_division,0,1
S35,tests_missing,1,1
S36,array_usage,0,1
S36,class_modeling,0,1
S36,list_validation,1,1
S36,output_format,0,1
S36,readability_docs,0,1
S36,responsibility_division,1,1
S36,tests_missing,1,1
S37,array_usage,0,1
S37,class_modeling,1,1
S37,hashcode_equals,0,1
S37,list_validation,1,1
S37,output_format,0,1
S37,readability_docs,0,1
S37,responsibility_division,0,1
S37,string_comparison,1,1
S37,tests_missing,1,1
S38,array_usage,0,1
S38,class_modeling,1,0
S38,hashcode_equals,1,0
S38,input_handling,1,0
S38,list_validation,0,1
S38,readability_docs,0,1
S38,responsibility_division,1,1
S38,string_comparison,1,1
S38,tests_missing,0,1
S39,array_usage,1,1
S39,class_modeling,1,1
S39,list_validation,1,1
S39,output_format,1,1
S39,readability_docs,0,1
S39,responsibility_division,1,1
S39,tests_missing,1,1
S40,class_modeling,0,1
S40,list_validation,1,1
S40,output_format,0,1
S40,readability_docs,0,1
S40,tests_missing,0,1
S41,class_modeling,0,1
S41,list_validation,1,1
S41,output_format,0,1
S41,readability_docs,0,1
S41,reference_usage,1,1
S41,responsibility_division,1,1
S41,string_comparison,0,1
S41,tests_missing,1,1
S42,array_usage,0,1
S42,class_modeling,0,1
S42,hashcode_equals,1,1
S42,input_handling,0,1
S42,list_validation,0,1
S42,output_format,0,1
S42,readability_docs,0,1
S42,responsibility_division,1,1
S42,string_comparison,1,1
S42,tests_missing,1,1
S43,array_usage,0,1
S43,class_modeling,1,1
S43,hashcode_equals,0,1
S43,list_validation,0,1
S43,other,1,1
S43,output_format,0,1
S43,readability_docs,1,1
S43,responsibility_division,1,1
S43,string_comparison,0,1
S43,tests_missing,1,1
S44,array_usage,1,0
S44,class_modeling,1,1
S44,list_validation,0,1
S44,output_format,1,1
S44,readability_docs,1,1
S44,responsibility_division,0,1
S44,tests_missing,1,1
S45,class_modeling,1,1
S45,list_validation,0,1
S45,output_format,0,1
S45,readability_docs,0,1
S45,tests_missing,1,1
S46,array_usage,1,1
S46,class_modeling,0,1
S46,list_validation,1,1
S46,output_format,0,1
S46,readability_docs,1,1
S46,reference_usage,0,1
S46,string_comparison,0,1
S46,tests_missing,1,1
S47,array_usage,0,1
S47,class_modeling,1,1
S47,list_validation,0,1
S47,output_format,0,1
S47,readability_docs,1,1
S47,responsibility_division,0,1
S47,tests_missing,1,1
S48,array_usage,0,1
S48,class_modeling,1,1
S48,hashcode_equals,0,1
S48,list_validation,1,1
S48,other,0,1
S48,output_format,1,1
S48,readability_docs,1,1
S48,responsibility_division,1,1
S48,string_comparison,0,1
S48,tests_missing,1,1
S49,class_modeling,1,1
S49,list_validation,0,1
S49,readability_docs,0,1
S49,reference_usage,0,1
S49,responsibility_division,0,1
S49,tests_missing,1,1
S50,array_usage,0,1
S50,class_modeling,1,1
S50,hashcode_equals,0,1
S50,list_validation,0,1
S50,output_format,0,1
S50,readability_docs,0,1
S50,string_comparison,1,1
S50,tests_missing,1,1
S51,class_modeling,1,1
S51,hashcode_equals,0,1
S51,list_validation,0,1
S51,output_format,1,1
S51,readability_docs,0,1
S51,string_comparison,1,1
S51,tests_missing,1,1
S52,class_modeling,1,1
S52,hashcode_equals,1,1
S52,list_validation,0,1
S52,output_format,0,1
S52,readability_docs,0,1
S52,responsibility_division,1,1
S52,tests_missing,1,1
S53,array_usage,1,1
S53,class_modeling,0,1
S53,list_validation,1,1
S53,output_format,0,1
S53,readability_docs,1,1
S53,reference_usage,0,1
S53,responsibility_division,1,1
S53,string_comparison,1,1
S53,tests_missing,1,1
S54,array_usage,0,1
S54,class_modeling,1,1
S54,list_validation,0,1
S54,other,0,1
S54,output_format,0,1
S54,readability_docs,0,1
S54,reference_usage,0,1
S54,responsibility_division,1,1
S54,tests_missing,1,1
S55,array_usage,1,1
S55,class_modeling,0,1
S55,hashcode_equals,0,1
S55,list_validation,0,1
S55,output_format,0,1
S55,readability_docs,0,1
S55,reference_usage,0,1
S55,responsibility_division,0,1
S55,string_comparison,1,1
S55,tests_missing,1,1
S56,array_usage,0,1
S56,class_modeling,0,1
S56,hashcode_equals,1,1
S56,input_handling,0,1
S56,list_validation,1,1
S56,readability_docs,1,1
S56,responsibility_division,0,1
S56,tests_missing,1,1
S57,array_usage,1,1
S57,class_modeling,0,1
S57,input_handling,0,1
S57,list_validation,1,1
S57,output_format,0,1
S57,readability_docs,0,1
S57,responsibility_division,1,1
S57,tests_missing,1,1
S58,class_modeling,0,1
S58,list_validation,1,1
S58,output_format,0,1
S58,readability_docs,1,1
S58,responsibility_division,0,1
S58,string_comparison,0,1
S58,tests_missing,1,1
S59,array_usage,0,1
S59,class_modeling,1,1
S59,list_validation,1,1
S59,output_format,0,1
S59,readability_docs,0,1
S59,responsibility_division,1,1
S59,tests_missing,1,1
S60,class_modeling,1,0
S60,list_validation,1,1
S60,output_format,0,1
S60,readability_docs,0,1
S60,responsibility_division,0,1
S60,string_comparison,1,1
S60,tests_missing,1,1
S61,array_usage,0,1
S61,class_modeling,0,1
S61,hashcode_equals,0,1
S61,list_validation,1,1
S61,output_format,0,1
S61,readability_docs,0,1
S61,responsibility_division,1,1
S61,tests_missing,1,1
S62,array_usage,1,1
S62,class_modeling,0,1
S62,hashcode_equals,1,1
S62,list_validation,1,1
S62,output_format,0,1
S62,readability_docs,1,1
S62,responsibility_division,1,1
S62,tests_missing,1,1
S63,array_usage,0,1
S63,class_modeling,1,0
S63,hashcode_equals,1,1
S63,list_validation,0,1
S63,output_format,0,1
S63,readability_docs,1,1
S63,responsibility_division,0,1
S63,tests_missing,1,1
S64,array_usage,1,1
S64,class_modeling,1,1
S64,hashcode_equals,0,1
S64,list_validation,0,1
S64,output_format,1,1
S64,readability_docs,0,1
S64,responsibility_division,0,1
S64,string_comparison,0,1
S64,tests_missing,1,1
S65,class_modeling,0,1
S65,list_validation,0,1
S65,output_format,0,1
S65,readability_docs,0,1
S65,responsibility_division,0,1
S65,tests_missing,1,1
S66,array_usage,0,1
S66,class_modeling,1,1
S66,list_validation,1,1
S66,output_format,0,1
S66,readability_docs,1,1
S66,responsibility_division,1,1
S66,string_comparison,0,1
S66,tests_missing,1,1
S67,class_modeling,1,1
S67,hashcode_equals,1,1
S67,list_validation,0,1
S67,output_format,0,1
S67,readability_docs,0,1
S67,responsibility_division,0,1
S67,tests_missing,1,1
S68,array_usage,0,1
S68,class_modeling,1,1
S68,hashcode_equals,1,0
S68,list_validation,0,1
S68,output_format,0,1
S68,readability_docs,0,1
S68,reference_usage,0,1
S68,responsibility_division,0,1
S68,tests_missing,1,1
S69,array_usage,1,0
S69,class_modeling,1,1
S69,hashcode_equals,0,1
S69,input_handling,0,1
S69,list_validation,1,1
S69,readability_docs,0,1
S69,reference_usage,0,1
S69,responsibility_division,0,1
S69,tests_missing,1,1
S70,class_modeling,1,1
S70,list_validation,0,1
S70,output_format,0,1
S70,readability_docs,0,1
S70,reference_usage,0,1
S70,responsibility_division,0,1
S70,tests_missing,1,1
S71,array_usage,1,1
S71,class_modeling,1,1
S71,list_validation,1,1
S71,output_format,0,1
S71,readability_docs,0,1
S71,reference_usage,0,1
S71,responsibility_division,1,1
S71,string_comparison,0,1
S71,tests_missing,0,1
S72,class_modeling,1,1
S72,hashcode_equals,0,1
S72,list_validation,1,1
S72,output_format,0,1
S72,readability_docs,0,1
S72,responsibility_division,0,1
S72,string_comparison,1,1
S72,tests_missing,1,1
S73,array_usage,1,1
S73,class_modeling,1,1
S73,list_validation,0,1
S73,output_format,1,1
S73,readability_docs,1,1
S73,reference_usage,1,1
S73,responsibility_division,1,1
S73,tests_missing,1,1
S74,class_modeling,0,1
S74,hashcode_equals,1,1
S74,list_validation,0,1
S74,output_format,1,1
S74,readability_docs,1,1
S74,responsibility_division,1,1
S74,tests_missing,1,1
S75,class_modeling,0,1
S75,list_validation,1,1
S75,output_format,1,1
S75,readability_docs,1,1
S75,responsibility_division,1,1
S75,string_comparison,1,1
S75,tests_missing,0,1
S76,class_modeling,0,1
S76,input_handling,0,1
S76,list_validation,0,1
S76,output_format,1,1
S76,readability_docs,1,1
S76,responsibility_division,1,1
S76,tests_missing,1,1
S77,array_usage,1,1
S77,class_modeling,0,1
S77,hashcode_equals,0,1
S77,list_validation,1,1
S77,other,1,1
S77,output_format,0,1
S77,readability_docs,1,1
S77,reference_usage,1,1
S77,responsibility_division,0,1
S77,string_comparison,1,1
S77,tests_missing,1,1
S78,array_usage,0,1
S78,class_modeling,0,1
S78,hashcode_equals,0,1
S78,input_handling,0,1
S78,list_validation,1,1
S78,readability_docs,1,1
S78,responsibility_division,0,1
S78,string_comparison,0,1
S78,tests_missing,0,1
S79,array_usage,1,1
S79,class_modeling,0,1
S79,hashcode_equals,1,1
S79,list_validation,1,1
S79,readability_docs,1,1
S79,responsibility_division,0,1
S79,string_comparison,0,1
S79,tests_missing,1,1
S80,class_modeling,1,1
S80,list_validation,1,1
S80,output_format,0,1
S80,readability_docs,0,1
S80,responsibility_division,0,1
S80,tests_missing,1,1
S81,class_modeling,1,1
S81,input_handling,0,1
S81,list_validation,1,1
S81,output_format,0,1
S81,readability_docs,1,1
S81,reference_usage,0,1
S81,responsibility_division,0,1
S81,tests_missing,1,1
S82,array_usage,1,1
S82,class_modeling,0,1
S82,list_validation,1,1
S82,readability_docs,0,1
S82,reference_usage,0,1
S82,responsibility_division,0,1
S82,tests_missing,1,1
S83,array_usage,1,1
S83,class_modeling,1,1
S83,list_validation,1,1
S83,output_format,0,1
S83,readability_docs,0,1
S83,reference_usage,0,1
S83,responsibility_division,0,1
S83,string_comparison,0,1
S83,tests_missing,1,1
S84,array_usage,0,1
S84,class_modeling,0,1
S84,hashcode_equals,1,1
S84,input_handling,0,1
S84,list_validation,1,1
S84,output_format,0,1
S84,readability_docs,0,1
S84,responsibility_division,0,1
S84,string_comparison,0,1
S84,tests_missing,1,1
